idx irq        fired       rxpkts       txpkts         cpus name
  0 327          186            0            0         0-31 mlx5_async0
  1 328          693      4622117      2248736           32 mlx5_comp0
  2 539          723      4495840      2247958           33 mlx5_comp1
  3 540          808      4394691      2232955           34 mlx5_comp2
  4 541          835      4555597      2245916           35 mlx5_comp3
  5 542          824      4253574      2221234           36 mlx5_comp4
  6 543          835      4977853      2324102           37 mlx5_comp5
  7 544          853      4355942      2239271           38 mlx5_comp6
  8 545          544      4411749      2265183           39 mlx5_comp7
total           6301     36067363     18025355
