idx irq        fired       rxpkts       txpkts         cpus name
  0 327        15036            0            0         0-31 mlx5_async0
  1 328       292455      5692574      3006770           32 mlx5_comp0
  2 539       300318      6132751      2973776           33 mlx5_comp1
  3 540       310309      6046531      2994053           34 mlx5_comp2
  4 541       293283      6199218      2989577           35 mlx5_comp3
  5 542       303715      6044357      3026683           36 mlx5_comp4
  6 543       314677      6040677      2999909           37 mlx5_comp5
  7 544       308031      5941521      3027493           38 mlx5_comp6
  8 545       314081      6015825      3013146           39 mlx5_comp7
total        2451905     48113454     24031407
