idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      6010762      3115158           32 mlx5_comp0
  2 539            0      5937924      3107620           33 mlx5_comp1
  3 540            0      6225318      2833477           34 mlx5_comp2
  4 541            0      6225948      3046734           35 mlx5_comp3
  5 542            0      5666931      3132143           36 mlx5_comp4
  6 543            0      5670340      2830589           37 mlx5_comp5
  7 544            0      6272495      2964970           38 mlx5_comp6
  8 545            0      6099020      2998588           39 mlx5_comp7
total            127     48108738     24029279
