idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           10      2859489      1490446           32 mlx5_comp0
  2 539           11      3051830      1489156           33 mlx5_comp1
  3 540            6      2938156      1547582           34 mlx5_comp2
  4 541           94      2965387      1441722           35 mlx5_comp3
  5 542           10      2965225      1565000           36 mlx5_comp4
  6 543           31      3241454      1509359           37 mlx5_comp5
  7 544            7      2966862      1521085           38 mlx5_comp6
  8 545           19      3104952      1465453           39 mlx5_comp7
total            317     24093355     12029803
