idx irq        fired       rxpkts       txpkts         cpus name
  0 327          153            0            0         0-31 mlx5_async0
  1 328          363      4557451      2253311           32 mlx5_comp0
  2 539          360      4666427      2262369           33 mlx5_comp1
  3 540          384      4434826      2272644           34 mlx5_comp2
  4 541          333      4460540      2257673           35 mlx5_comp3
  5 542          397      4296485      2242680           36 mlx5_comp4
  6 543          364      4673594      2251437           37 mlx5_comp5
  7 544          352      4379034      2238132           38 mlx5_comp6
  8 545          383      4629103      2256406           39 mlx5_comp7
total           3089     36097460     18034652
