idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4328087      2194036           32 mlx5_comp0
  2 539            0      4675149      2337506           33 mlx5_comp1
  3 540            0      4549805      2303841           34 mlx5_comp2
  4 541            0      4678398      2308441           35 mlx5_comp3
  5 542            0      4311125      2297907           36 mlx5_comp4
  6 543            0      4620079      2273708           37 mlx5_comp5
  7 544            0      4324022      2163962           38 mlx5_comp6
  8 545            0      4593710      2153033           39 mlx5_comp7
total            127     36080375     18032434
