idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           21      6504251      3014440           32 mlx5_comp0
  2 539           56      6062510      3024278           33 mlx5_comp1
  3 540           27      5782649      2891235           34 mlx5_comp2
  4 541           17      6032589      3016637           35 mlx5_comp3
  5 542           17      6048594      3032075           36 mlx5_comp4
  6 543           13      6036264      3250977           37 mlx5_comp5
  7 544           20      5707189      2873289           38 mlx5_comp6
  8 545           62      5879634      2919307           39 mlx5_comp7
total            361     48053680     24022238
