idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29689            0            0         0-31 mlx5_async0
  1 328       397145      2994864      1494328           32 mlx5_comp0
  2 539       383341      2931408      1499384           33 mlx5_comp1
  3 540       394637      3093734      1481240           34 mlx5_comp2
  4 541       395033      2922909      1497308           35 mlx5_comp3
  5 542       385357      3059385      1509313           36 mlx5_comp4
  6 543       380700      3153726      1509968           37 mlx5_comp5
  7 544       390587      2991604      1510501           38 mlx5_comp6
  8 545       379375      2939800      1522840           39 mlx5_comp7
total        3135864     24087430     12024882
