idx irq        fired       rxpkts       txpkts         cpus name
  0 327          181            0            0         0-31 mlx5_async0
  1 328          728      9186415      4402745           32 mlx5_comp0
  2 539          653      9577576      4788047           33 mlx5_comp1
  3 540          663      8905229      4465991           34 mlx5_comp2
  4 541          387      9696017      4851373           35 mlx5_comp3
  5 542          667      9760536      4879916           36 mlx5_comp4
  6 543          547      8929390      4451423           37 mlx5_comp5
  7 544          639      9227151      4590949           38 mlx5_comp6
  8 545          705      8805199      4612414           39 mlx5_comp7
total           5170     74087513     37042858
