idx irq        fired       rxpkts       txpkts         cpus name
  0 327          155            0            0         0-31 mlx5_async0
  1 328          317      5795099      3007730           32 mlx5_comp0
  2 539          318      6142406      2977776           33 mlx5_comp1
  3 540          327      5894909      3032097           34 mlx5_comp2
  4 541          312      6170675      3037567           35 mlx5_comp3
  5 542          345      5800358      2968790           36 mlx5_comp4
  6 543          308      6318441      3021479           37 mlx5_comp5
  7 544          324      6045113      2990462           38 mlx5_comp6
  8 545          350      5894206      2987167           39 mlx5_comp7
total           2756     48061207     24023068
