idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           10      1572977       731220           32 mlx5_comp0
  2 539           35      1587174       737927           33 mlx5_comp1
  3 540           24      1426093       755326           34 mlx5_comp2
  4 541            6      1444881       777602           35 mlx5_comp3
  5 542           23      1535313       747574           36 mlx5_comp4
  6 543            6      1486786       759002           37 mlx5_comp5
  7 544           13      1530336       767805           38 mlx5_comp6
  8 545           24      1509451       751491           39 mlx5_comp7
total            268     12093011      6027947
