idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7584111      3431850           32 mlx5_comp0
  2 539            0      7807129      3689756           33 mlx5_comp1
  3 540            3      8206332      3448024           34 mlx5_comp2
  4 541           88      6892532      3901371           35 mlx5_comp3
  5 542            7      7429505      3786887           36 mlx5_comp4
  6 543           11      7901721      4100626           37 mlx5_comp5
  7 544            3      7384559      3712890           38 mlx5_comp6
  8 545            7      6866808      3950559           39 mlx5_comp7
total            246     60072697     30021963
