idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           19      6307682      3032138           32 mlx5_comp0
  2 539           37      5929615      2875037           33 mlx5_comp1
  3 540           22      6066750      3065569           34 mlx5_comp2
  4 541            3      6088778      2841299           35 mlx5_comp3
  5 542           17      5564703      3045486           36 mlx5_comp4
  6 543           11      6153884      3165462           37 mlx5_comp5
  7 544           20      6134319      3047941           38 mlx5_comp6
  8 545           23      5849746      2965128           39 mlx5_comp7
total            281     48095477     24038060
