idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9426503      4679253           32 mlx5_comp0
  2 539            0      9238976      4500318           33 mlx5_comp1
  3 540            0      9964920      4757153           34 mlx5_comp2
  4 541            0      9357053      4983459           35 mlx5_comp3
  5 542            0      9312773      4620771           36 mlx5_comp4
  6 543            0      9511024      4655644           37 mlx5_comp5
  7 544            0      9000580      4774785           38 mlx5_comp6
  8 545            0      9545350      4716057           39 mlx5_comp7
total            127     75357179     37687440
