idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      8694186      4479586           32 mlx5_comp0
  2 539            0      7523954      4185615           33 mlx5_comp1
  3 540            4      8723133      4556088           34 mlx5_comp2
  4 541          102      8774603      2216160           35 mlx5_comp3
  5 542            0      9190660      4763239           36 mlx5_comp4
  6 543           12     12656571      2337545           37 mlx5_comp5
  7 544            1      6760632      7334253           38 mlx5_comp6
  8 545            1      6633257      4593747           39 mlx5_comp7
total            249     68956996     34466233
