idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           37      4292068      2228758           32 mlx5_comp0
  2 539           31      4364539      2257209           33 mlx5_comp1
  3 540           16      4734948      2246433           34 mlx5_comp2
  4 541           19      4510336      2283357           35 mlx5_comp3
  5 542            6      4594835      2251289           36 mlx5_comp4
  6 543           16      4368272      2224914           37 mlx5_comp5
  7 544           14      4496933      2290424           38 mlx5_comp6
  8 545           69      4710714      2246500           39 mlx5_comp7
total            336     36072645     18028884
