idx irq        fired       rxpkts       txpkts         cpus name
  0 327        20083            0            0         0-31 mlx5_async0
  1 328       319129      5860772      2964948           32 mlx5_comp0
  2 539       310372      6189169      2953685           33 mlx5_comp1
  3 540       318250      5651700      3020646           34 mlx5_comp2
  4 541       320783      6560858      2955160           35 mlx5_comp3
  5 542       300405      6067907      3070924           36 mlx5_comp4
  6 543       315416      6087577      2984312           37 mlx5_comp5
  7 544       301344      5765763      3050550           38 mlx5_comp6
  8 545       301434      5875560      3022431           39 mlx5_comp7
total        2507216     48059306     24022656
