idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            6      7260716      4529132           32 mlx5_comp0
  2 539            3      9647056      4811765           33 mlx5_comp1
  3 540            6     11686787      3686041           34 mlx5_comp2
  4 541          112      5423528      5448008           35 mlx5_comp3
  5 542           16     13606592      2898654           36 mlx5_comp4
  6 543           21      8436369      4347641           37 mlx5_comp5
  7 544            8      8726163      6653700           38 mlx5_comp6
  8 545            6      9352154      4684755           39 mlx5_comp7
total            307     74139365     37059696
