idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50802            0            0         0-31 mlx5_async0
  1 328       588917      1514989       745299           32 mlx5_comp0
  2 539       574307      1570276       749051           33 mlx5_comp1
  3 540       586306      1478777       758508           34 mlx5_comp2
  4 541       594664      1458424       739827           35 mlx5_comp3
  5 542       584941      1486823       756172           36 mlx5_comp4
  6 543       577004      1557418       756728           37 mlx5_comp5
  7 544       580756      1501548       759594           38 mlx5_comp6
  8 545       567225      1533975       762574           39 mlx5_comp7
total        4704922     12102230      6027753
