idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           19      9554477      4791374           32 mlx5_comp0
  2 539           25      9056089      4458795           33 mlx5_comp1
  3 540           20      9051582      4456708           34 mlx5_comp2
  4 541           18      9553231      4807189           35 mlx5_comp3
  5 542            4      9524203      4780655           36 mlx5_comp4
  6 543           19      8915430      4468179           37 mlx5_comp5
  7 544           10      9225801      4526082           38 mlx5_comp6
  8 545           68      8909279      4612894           39 mlx5_comp7
total            312     73790092     36901876
