idx irq        fired       rxpkts       txpkts         cpus name
  0 327          175            0            0         0-31 mlx5_async0
  1 328          632      7397776      3697949           32 mlx5_comp0
  2 539          578      7707808      3773982           33 mlx5_comp1
  3 540          590      7752676      3624215           34 mlx5_comp2
  4 541          393      7618415      3683260           35 mlx5_comp3
  5 542          576      7351650      3802410           36 mlx5_comp4
  6 543          488      7550551      3750167           37 mlx5_comp5
  7 544          580      7471685      3846372           38 mlx5_comp6
  8 545          528      7222571      3854908           39 mlx5_comp7
total           4540     60073132     30033263
