idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      6988374      3865765           32 mlx5_comp0
  2 539            0      7806890      3488137           33 mlx5_comp1
  3 540            0      7476938      3833545           34 mlx5_comp2
  4 541            0      7726312      3885873           35 mlx5_comp3
  5 542            0      7672113      3567727           36 mlx5_comp4
  6 543            0      7772859      3900874           37 mlx5_comp5
  7 544            0      7142315      3754210           38 mlx5_comp6
  8 545            0      7512577      3734673           39 mlx5_comp7
total            127     60098378     30030804
