idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           44      7313507      3624308           32 mlx5_comp0
  2 539           27      7632416      3776274           33 mlx5_comp1
  3 540           14      7509482      3753756           34 mlx5_comp2
  4 541           24      7552677      3815629           35 mlx5_comp3
  5 542           15      7994587      3839618           36 mlx5_comp4
  6 543           18      7681986      3995515           37 mlx5_comp5
  7 544            7      7252317      3656981           38 mlx5_comp6
  8 545           92      7129858      3566401           39 mlx5_comp7
total            371     60066830     30028482
