idx irq        fired       rxpkts       txpkts         cpus name
  0 327          217            0            0         0-31 mlx5_async0
  1 328         1354      7330830      3229830           32 mlx5_comp0
  2 539         1019      7768539      3885122           33 mlx5_comp1
  3 540         1639      7968051      3995941           34 mlx5_comp2
  4 541         1403      6494507      2829064           35 mlx5_comp3
  5 542          993      7433664      3697413           36 mlx5_comp4
  6 543         1039      7955630      3941774           37 mlx5_comp5
  7 544          899      5663890      3580937           38 mlx5_comp6
  8 545          947      6275214      3272171           39 mlx5_comp7
total           9510     56890325     28432252
