idx irq        fired       rxpkts       txpkts         cpus name
  0 327         8470            0            0         0-31 mlx5_async0
  1 328       280887      6005013      4163225           32 mlx5_comp0
  2 529       301673      8534660      3000644           33 mlx5_comp1
  3 530       275218      8934423      4467011           34 mlx5_comp2
  4 531       278917      6420806      3328620           35 mlx5_comp3
  5 532       299469      8324058      3001763           36 mlx5_comp4
  6 533       277237      6182399      4267033           37 mlx5_comp5
  7 534       286412      6659370      3297862           38 mlx5_comp6
  8 535       271576      8923656      4462582           39 mlx5_comp7
total        2279859     59984385     29988740
