idx irq        fired       rxpkts       txpkts         cpus name
  0 327          176            0            0         0-31 mlx5_async0
  1 328          578      6247349      3086174           32 mlx5_comp0
  2 529          611      6271028      3123220           33 mlx5_comp1
  3 530          555      6358633      3042365           34 mlx5_comp2
  4 531          641      6300139      3096769           35 mlx5_comp3
  5 532          612      6183893      3133839           36 mlx5_comp4
  6 533          385      6268662      3181517           37 mlx5_comp5
  7 534          747      6178665      3150336           38 mlx5_comp6
  8 535         1062      6078378      3122557           39 mlx5_comp7
total           5367     49886747     24936777
