idx irq        fired       rxpkts       txpkts         cpus name
  0 327        14494            0            0         0-31 mlx5_async0
  1 328       308564      8330298      2897316           32 mlx5_comp0
  2 529       300163      6309471      3244327           33 mlx5_comp1
  3 530       281625      6506150      4234364           34 mlx5_comp2
  4 531       296870      6480684      3248807           35 mlx5_comp3
  5 532       285875      6495310      3237167           36 mlx5_comp4
  6 533       278309      6487318      4164177           37 mlx5_comp5
  7 534       300170      6490312      3153416           38 mlx5_comp6
  8 535       301630      7759971      3244986           39 mlx5_comp7
total        2367700     54859514     27424560
