idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            6      1523250       693326           32 mlx5_comp0
  2 529           10      1526170       755723           33 mlx5_comp1
  3 530           26      1524179       743675           34 mlx5_comp2
  4 531            6      1541990       759735           35 mlx5_comp3
  5 532           16      1379185       738604           36 mlx5_comp4
  6 533           44      1578627       790634           37 mlx5_comp5
  7 534           26      1454426       755929           38 mlx5_comp6
  8 535           32      1555428       786612           39 mlx5_comp7
total            295     12083255      6024238
