idx irq        fired       rxpkts       txpkts         cpus name
  0 327        28778            0            0         0-31 mlx5_async0
  1 328       365268      2931257      1485530           32 mlx5_comp0
  2 529       398003      2980615      1467373           33 mlx5_comp1
  3 530       377592      2965413      1487436           34 mlx5_comp2
  4 531       380859      2977338      1486082           35 mlx5_comp3
  5 532       375836      3026499      1519907           36 mlx5_comp4
  6 533       364122      3108662      1523489           37 mlx5_comp5
  7 534       374628      3065771      1523699           38 mlx5_comp6
  8 535       380929      3022279      1534437           39 mlx5_comp7
total        3046015     24077834     12027953
