idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      5913087      3001767           32 mlx5_comp0
  2 529            0      6013606      2983755           33 mlx5_comp1
  3 530            0      6034544      2903147           34 mlx5_comp2
  4 531            0      5716703      3093019           35 mlx5_comp3
  5 532            0      6233498      2858807           36 mlx5_comp4
  6 533            0      6145963      3016609           37 mlx5_comp5
  7 534            0      6222403      3116903           38 mlx5_comp6
  8 535            0      5798829      3062079           39 mlx5_comp7
total            127     48078633     24036086
