idx irq        fired       rxpkts       txpkts         cpus name
  0 327          160            0            0         0-31 mlx5_async0
  1 328          361      1418167       744174           32 mlx5_comp0
  2 529          331      1453629       755774           33 mlx5_comp1
  3 530          381      1506649       585941           34 mlx5_comp2
  4 531          342      1541062       783350           35 mlx5_comp3
  5 532          359      1518212       762441           36 mlx5_comp4
  6 533          349      1559251       818107           37 mlx5_comp5
  7 534          411      1495161       757264           38 mlx5_comp6
  8 535          365      1596398       820867           39 mlx5_comp7
total           3059     12088529      6027918
