idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           21      6239449      3604949           32 mlx5_comp0
  2 529           13      6530652      4374219           33 mlx5_comp1
  3 530           15      9907685      3263327           34 mlx5_comp2
  4 531            0      4671980      6460458           35 mlx5_comp3
  5 532           20      8752486      2630649           36 mlx5_comp4
  6 533           60      7686111      3336307           37 mlx5_comp5
  7 534           16      7658123      3483350           38 mlx5_comp6
  8 535           24      7346995      2255464           39 mlx5_comp7
total            296     58793481     29408723
