idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      7327310      3904405           32 mlx5_comp0
  2 529            0      7538578      3649912           33 mlx5_comp1
  3 530            0      7955716      3732408           34 mlx5_comp2
  4 531            0      7664980      3983975           35 mlx5_comp3
  5 532            0      7401680      3648408           36 mlx5_comp4
  6 533            0      7005837      3769827           37 mlx5_comp5
  7 534            0      7162790      3511920           38 mlx5_comp6
  8 535            0      8003663      3830709           39 mlx5_comp7
total            127     60060554     30031564
