idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29203            0            0         0-31 mlx5_async0
  1 328       384059      3153821      1512274           32 mlx5_comp0
  2 529       373079      2926306      1536648           33 mlx5_comp1
  3 530       386034      2903552      1510320           34 mlx5_comp2
  4 531       365024      3090448      1496485           35 mlx5_comp3
  5 532       388191      3048592      1484257           36 mlx5_comp4
  6 533       386703      3003699      1521696           37 mlx5_comp5
  7 534       358222      3099686      1457432           38 mlx5_comp6
  8 535       386320      2866798      1516951           39 mlx5_comp7
total        3056835     24092902     12036063
