idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      5739851      2890290           32 mlx5_comp0
  2 529            0      5921474      3108136           33 mlx5_comp1
  3 530            0      6217284      3046754           34 mlx5_comp2
  4 531            0      6218222      3084514           35 mlx5_comp3
  5 532            0      6092270      3107135           36 mlx5_comp4
  6 533            0      5973092      2869034           37 mlx5_comp5
  7 534            0      5681773      2989240           38 mlx5_comp6
  8 535            0      6208065      2929418           39 mlx5_comp7
total            127     48052031     24024521
