idx irq        fired       rxpkts       txpkts         cpus name
  0 327          147            0            0         0-31 mlx5_async0
  1 328           20      4728102      2371637           32 mlx5_comp0
  2 529           15      4312054      2364791           33 mlx5_comp1
  3 530           28      4566148      2223636           34 mlx5_comp2
  4 531           12      4875327      2135516           35 mlx5_comp3
  5 532           21      4124663      2330573           36 mlx5_comp4
  6 533           82      4658344      2271217           37 mlx5_comp5
  7 534           23      4433339      2156561           38 mlx5_comp6
  8 535           46      4381022      2177331           39 mlx5_comp7
total            394     36078999     18031262
