idx irq        fired       rxpkts       txpkts         cpus name
  0 327        24695            0            0         0-31 mlx5_async0
  1 328       361225      4524601      2242896           32 mlx5_comp0
  2 529       369879      4552921      2248390           33 mlx5_comp1
  3 530       348687      4479896      2249018           34 mlx5_comp2
  4 531       346163      4594388      2248894           35 mlx5_comp3
  5 532       343992      4420169      2259431           36 mlx5_comp4
  6 533       382536      4661585      2256358           37 mlx5_comp5
  7 534       357935      4353193      2266842           38 mlx5_comp6
  8 535       376397      4501390      2255957           39 mlx5_comp7
total        2911509     36088143     18027786
