idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1558764       729131           32 mlx5_comp0
  2 529            0      1476686       797780           33 mlx5_comp1
  3 530            0      1596841       784188           34 mlx5_comp2
  4 531            0      1454761       735843           35 mlx5_comp3
  5 532            0      1532002       740404           36 mlx5_comp4
  6 533            0      1522806       723878           37 mlx5_comp5
  7 534            0      1483758       761569           38 mlx5_comp6
  8 535            0      1458669       755667           39 mlx5_comp7
total            127     12084287      6028460
