idx irq        fired       rxpkts       txpkts         cpus name
  0 327          207            0            0         0-31 mlx5_async0
  1 328          731      6550537      2741613           32 mlx5_comp0
  2 529          720      7687110      3842381           33 mlx5_comp1
  3 530          659      7766228      3863222           34 mlx5_comp2
  4 531         1200      7788503      3909960           35 mlx5_comp3
  5 532          655      5484905      3667463           36 mlx5_comp4
  6 533          470      7975377      3273577           37 mlx5_comp5
  7 534          694      7791299      3895984           38 mlx5_comp6
  8 535          574      7334010      3988401           39 mlx5_comp7
total           5910     58377969     29182601
