idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           12      2953664      1496356           32 mlx5_comp0
  2 529            7      2923158      1542965           33 mlx5_comp1
  3 530           23      3202192      1489950           34 mlx5_comp2
  4 531            6      3046181      1460356           35 mlx5_comp3
  5 532           14      3079929      1492375           36 mlx5_comp4
  6 533           41      2955869      1538023           37 mlx5_comp5
  7 534           17      2866005      1517881           38 mlx5_comp6
  8 535           26      3065886      1491941           39 mlx5_comp7
total            274     24092884     12029847
