idx irq        fired       rxpkts       txpkts         cpus name
  0 327        48724            0            0         0-31 mlx5_async0
  1 328       551161      1526390       652761           32 mlx5_comp0
  2 529       550754      1522689       769381           33 mlx5_comp1
  3 530       538778      1490007       653915           34 mlx5_comp2
  4 531       563425      1497204       764292           35 mlx5_comp3
  5 532       570469      1487728       800815           36 mlx5_comp4
  6 533       572699      1542592       797264           37 mlx5_comp5
  7 534       579250      1447556       789301           38 mlx5_comp6
  8 535       544467      1581217       799065           39 mlx5_comp7
total        4519727     12095383      6026794
