idx irq        fired       rxpkts       txpkts         cpus name
  0 327          175            0            0         0-31 mlx5_async0
  1 328          529      3062540      1491666           32 mlx5_comp0
  2 529          589      2915794      1497568           33 mlx5_comp1
  3 530          541      3035722      1501610           34 mlx5_comp2
  4 531          571      2896473      1505052           35 mlx5_comp3
  5 532          527      2948776      1501736           36 mlx5_comp4
  6 533          395      3045783      1504503           37 mlx5_comp5
  7 534          559      3077263      1508054           38 mlx5_comp6
  8 535          462      3075192      1511648           39 mlx5_comp7
total           4348     24057543     12021837
