idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           28      6090212      2964243           32 mlx5_comp0
  2 529           13      6334521      3014503           33 mlx5_comp1
  3 530           25      5780118      2993819           34 mlx5_comp2
  4 531            8      5746945      3004773           35 mlx5_comp3
  5 532           38      6120891      2990513           36 mlx5_comp4
  6 533           77      5937662      3023491           37 mlx5_comp5
  7 534           47      6007590      3036909           38 mlx5_comp6
  8 535           53      6049797      3000869           39 mlx5_comp7
total            419     48067736     24029120
