idx irq        fired       rxpkts       txpkts         cpus name
  0 327          147            0            0         0-31 mlx5_async0
  1 328           26      4947147      2263496           32 mlx5_comp0
  2 529           35      4488417      2287903           33 mlx5_comp1
  3 530           28      4490195      2246657           34 mlx5_comp2
  4 531           14      4416943      2263646           35 mlx5_comp3
  5 532           30      4502780      2193272           36 mlx5_comp4
  6 533           73      4219483      2263812           37 mlx5_comp5
  7 534           37      4592319      2263787           38 mlx5_comp6
  8 535           30      4412994      2247943           39 mlx5_comp7
total            420     36070278     18030516
