idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9073844      4468078           32 mlx5_comp0
  2 529            0      9621872      4816302           33 mlx5_comp1
  3 530            0      9175877      4462154           34 mlx5_comp2
  4 531            0      9201593      4588525           35 mlx5_comp3
  5 532            0      9046206      4739839           36 mlx5_comp4
  6 533            0      9275856      4605742           37 mlx5_comp5
  7 534            0      8945552      4557285           38 mlx5_comp6
  8 535            0      9250980      4562676           39 mlx5_comp7
total            127     73591780     36800601
