idx irq        fired       rxpkts       txpkts         cpus name
  0 327          171            0            0         0-31 mlx5_async0
  1 328          318      6889356      3307791           32 mlx5_comp0
  2 529          297      6703241      3356579           33 mlx5_comp1
  3 530          345      6794980      3350260           34 mlx5_comp2
  4 531          285      6692733      3344900           35 mlx5_comp3
  5 532          339      6715649      3360858           36 mlx5_comp4
  6 533          337      6797943      3508550           37 mlx5_comp5
  7 534          355      6582719      3355125           38 mlx5_comp6
  8 535          322      6710753      3351554           39 mlx5_comp7
total           2769     53887374     26935617
