idx irq        fired       rxpkts       txpkts         cpus name
  0 327          225            0            0         0-31 mlx5_async0
  1 328         1636      7447226      3709723           32 mlx5_comp0
  2 529         1439      8297460      4191931           33 mlx5_comp1
  3 530          959      7880753      3433597           34 mlx5_comp2
  4 531         1015      7098275      3964617           35 mlx5_comp3
  5 532          792      8220813      4107649           36 mlx5_comp4
  6 533          764      7539658      3286041           37 mlx5_comp5
  7 534         1465      8263786      4134726           38 mlx5_comp6
  8 535          676      6556313      3828758           39 mlx5_comp7
total           8971     61304284     30657042
