idx irq        fired       rxpkts       txpkts         cpus name
  0 327          172            0            0         0-31 mlx5_async0
  1 328          328      1590834       749471           32 mlx5_comp0
  2 529          329      1522257       746706           33 mlx5_comp1
  3 530          344      1570534       740967           34 mlx5_comp2
  4 531          312      1417067       753136           35 mlx5_comp3
  5 532          326      1458936       754966           36 mlx5_comp4
  6 533          321      1545114       765264           37 mlx5_comp5
  7 534          407      1553790       753127           38 mlx5_comp6
  8 535          317      1431232       763254           39 mlx5_comp7
total           2856     12089764      6026891
