idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           12      2964959      1512390           32 mlx5_comp0
  2 529           13      2820812      1493627           33 mlx5_comp1
  3 530           30      3074142      1457573           34 mlx5_comp2
  4 531            0      2882944      1508192           35 mlx5_comp3
  5 532           26      3256617      1531075           36 mlx5_comp4
  6 533           51      2956058      1512355           37 mlx5_comp5
  7 534           29      2932957      1487740           38 mlx5_comp6
  8 535           41      3175619      1520554           39 mlx5_comp7
total            329     24064108     12023506
