idx irq        fired       rxpkts       txpkts         cpus name
  0 327          179            0            0         0-31 mlx5_async0
  1 328          784      5903432      2955320           32 mlx5_comp0
  2 529          750      6184409      3009428           33 mlx5_comp1
  3 530          683      5996592      3036350           34 mlx5_comp2
  4 531          761      6096798      3015619           35 mlx5_comp3
  5 532          665      5991466      2991424           36 mlx5_comp4
  6 533          516      6261685      3036411           37 mlx5_comp5
  7 534          811      5923506      2993785           38 mlx5_comp6
  8 535          613      5718272      2993303           39 mlx5_comp7
total           5762     48076160     24031640
