idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4596286      2353289           32 mlx5_comp0
  2 529            0      4486646      2297059           33 mlx5_comp1
  3 530            0      4253811      2360914           34 mlx5_comp2
  4 531            0      4247971      2112587           35 mlx5_comp3
  5 532            0      4707134      2134685           36 mlx5_comp4
  6 533            0      4278021      2139145           37 mlx5_comp5
  7 534            0      4722267      2389277           38 mlx5_comp6
  8 535            0      4776112      2242123           39 mlx5_comp7
total            127     36068248     18029079
