idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           26      4649827      7366390           32 mlx5_comp0
  2 529           12      9549810      3879858           33 mlx5_comp1
  3 530            6     13711430      2828955           34 mlx5_comp2
  4 531            9      6358143      4664694           35 mlx5_comp3
  5 532           10      7731401      3055867           36 mlx5_comp4
  6 533           60      7005170      3886735           37 mlx5_comp5
  7 534           28      8776539      2865517           38 mlx5_comp6
  8 535           35      8544388      4621948           39 mlx5_comp7
total            316     66326708     33169964
