idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      2900067      1493952           32 mlx5_comp0
  2 529            0      3116239      1548534           33 mlx5_comp1
  3 530            0      2847241      1558117           34 mlx5_comp2
  4 531            0      3189812      1420587           35 mlx5_comp3
  5 532            0      2985257      1604199           36 mlx5_comp4
  6 533            0      2805283      1554673           37 mlx5_comp5
  7 534            0      3036020      1399660           38 mlx5_comp6
  8 535            0      3210608      1447304           39 mlx5_comp7
total            127     24090527     12027026
