idx irq        fired       rxpkts       txpkts         cpus name
  0 327          154            0            0         0-31 mlx5_async0
  1 328          324      4368603      2236124           32 mlx5_comp0
  2 529          344      4663831      2277916           33 mlx5_comp1
  3 530          348      4630985      2259720           34 mlx5_comp2
  4 531          326      4578523      2286375           35 mlx5_comp3
  5 532          341      4546078      2249863           36 mlx5_comp4
  6 533          333      4204720      2217580           37 mlx5_comp5
  7 534          391      4492133      2243568           38 mlx5_comp6
  8 535          325      4582317      2254958           39 mlx5_comp7
total           2886     36067190     18026104
