idx irq        fired       rxpkts       txpkts         cpus name
  0 327          133            0            0         0-31 mlx5_async0
  1 328           21      7690439      3728343           32 mlx5_comp0
  2 529           26      7734909      3715807           33 mlx5_comp1
  3 530           20      7762896      3720906           34 mlx5_comp2
  4 531           12      7620341      3773411           35 mlx5_comp3
  5 532           33      7440047      3789179           36 mlx5_comp4
  6 533           70      7082920      3776640           37 mlx5_comp5
  7 534           41      7206203      3787197           38 mlx5_comp6
  8 535           44      7534346      3743606           39 mlx5_comp7
total            400     60072101     30035089
