idx irq        fired       rxpkts       txpkts         cpus name
  0 317          398            0            0        32-63 mlx5_async0
  1 318           41      8663051      3759221           16 mlx5_comp0
  2 341            5      8454935      4231023           17 mlx5_comp1
  3 342            0      8324003      4387767           18 mlx5_comp2
  4 343            0      8274761      4083784           19 mlx5_comp3
  5 344           66      8587609      4131490           20 mlx5_comp4
  6 345            3      7905770      4295410           21 mlx5_comp5
  7 346            0      7981755      4132037           22 mlx5_comp6
  8 347            3      8063447      4096493           23 mlx5_comp7
total            516     66255331     33117225
