idx irq        fired       rxpkts       txpkts         cpus name
  0 317          499            0            0        32-63 mlx5_async0
  1 318         1485      6405453      3338602           16 mlx5_comp0
  2 341         1421      8221667      4068944           17 mlx5_comp1
  3 342         1594      6284955      3206889           18 mlx5_comp2
  4 343         1377      6536536      3241574           19 mlx5_comp3
  5 344         1233      6595786      3136729           20 mlx5_comp4
  6 345         1319      8399896      4196976           21 mlx5_comp5
  7 346         1410      6408292      3204814           22 mlx5_comp6
  8 347         1991      6503348      3262811           23 mlx5_comp7
total          12329     55355933     27657339
