idx irq        fired       rxpkts       txpkts         cpus name
  0 317          517            0            0        32-63 mlx5_async0
  1 318          944      1435710       686040           16 mlx5_comp0
  2 341         1158      1450294       758771           17 mlx5_comp1
  3 342         1176      1603381       705425           18 mlx5_comp2
  4 343         1206      1595743       766763           19 mlx5_comp3
  5 344          854      1533134       770554           20 mlx5_comp4
  6 345         1116      1499246       769938           21 mlx5_comp5
  7 346         1184      1496946       781738           22 mlx5_comp6
  8 347         1151      1518091       781728           23 mlx5_comp7
total           9306     12132545      6020957
