idx irq        fired       rxpkts       txpkts         cpus name
  0 317          364            0            0        32-63 mlx5_async0
  1 318           62      4422357      2206317           16 mlx5_comp0
  2 341            3      4679223      2144233           17 mlx5_comp1
  3 342            3      4513960      2138365           18 mlx5_comp2
  4 343            0      4693916      2336092           19 mlx5_comp3
  5 344           80      4489607      2365431           20 mlx5_comp4
  6 345            6      4419321      2338363           21 mlx5_comp5
  7 346            3      4154200      2251387           22 mlx5_comp6
  8 347            0      4738960      2244487           23 mlx5_comp7
total            521     36111544     18024675
