idx irq        fired       rxpkts       txpkts         cpus name
  0 317          423            0            0        32-63 mlx5_async0
  1 318           60      4472022      2217165           16 mlx5_comp0
  2 341            8      4795528      2295034           17 mlx5_comp1
  3 342            2      4368503      2261264           18 mlx5_comp2
  4 343            0      4612954      2258221           19 mlx5_comp3
  5 344          100      4616402      2254137           20 mlx5_comp4
  6 345            7      4591959      2264810           21 mlx5_comp5
  7 346            3      4358556      2245751           22 mlx5_comp6
  8 347            1      4292512      2224984           23 mlx5_comp7
total            604     36108436     18021366
