idx irq        fired       rxpkts       txpkts         cpus name
  0 317          398            0            0        32-63 mlx5_async0
  1 318           29      7249407      3460824           16 mlx5_comp0
  2 341            0      7817320      4061607           17 mlx5_comp1
  3 342            0      8301891      3421579           18 mlx5_comp2
  4 343            0      8494440      4388945           19 mlx5_comp3
  5 344           46      7307610      3780167           20 mlx5_comp4
  6 345            0      7925254      3993696           21 mlx5_comp5
  7 346            0      7477015      4335432           22 mlx5_comp6
  8 347            0      8500027      4076213           23 mlx5_comp7
total            473     63072964     31518463
