idx irq        fired       rxpkts       txpkts         cpus name
  0 317        29208            0            0        32-63 mlx5_async0
  1 318       419567      4534789      2218286           16 mlx5_comp0
  2 341       385015      4411058      2267754           17 mlx5_comp1
  3 342       418881      4615188      2161601           18 mlx5_comp2
  4 343       401066      4622102      2215304           19 mlx5_comp3
  5 344       406963      4544312      2252702           20 mlx5_comp4
  6 345       419730      4385222      2315576           21 mlx5_comp5
  7 346       420279      4475140      2295200           22 mlx5_comp6
  8 347       412593      4581092      2299932           23 mlx5_comp7
total        3313302     36168903     18026355
