idx irq        fired       rxpkts       txpkts         cpus name
  0 317          340            0            0        32-63 mlx5_async0
  1 318           71      7648306      3717093           16 mlx5_comp0
  2 341            6      7453659      3683217           17 mlx5_comp1
  3 342            0      7375388      3866868           18 mlx5_comp2
  4 343            0      7448733      3813525           19 mlx5_comp3
  5 344           62      7458916      3614095           20 mlx5_comp4
  6 345           12      7755956      3871687           21 mlx5_comp5
  7 346            2      7728812      3732307           22 mlx5_comp6
  8 347            5      7236849      3730294           23 mlx5_comp7
total            498     60106619     30029086
