idx irq        fired       rxpkts       txpkts         cpus name
  0 317        28598            0            0        32-63 mlx5_async0
  1 318       407982      4554265      2267611           16 mlx5_comp0
  2 341       383955      4654891      2249120           17 mlx5_comp1
  3 342       406987      4288529      2284649           18 mlx5_comp2
  4 343       411819      4465423      2260290           19 mlx5_comp3
  5 344       413115      4535571      2187812           20 mlx5_comp4
  6 345       399252      4646470      2225493           21 mlx5_comp5
  7 346       410672      4559139      2256224           22 mlx5_comp6
  8 347       401697      4403541      2285153           23 mlx5_comp7
total        3264077     36107829     18016352
